4.306000, -0.263845
4.338000, -0.257709
4.361000, -0.251573
4.386000, -0.245437
4.417000, -0.239301
4.450000, -0.233165
4.488000, -0.227029
4.520000, -0.220893
4.523000, -0.214757
4.529000, -0.208621
4.596000, -0.202485
4.621000, -0.196350
4.683000, -0.190214
4.699000, -0.184078
4.736000, -0.177942
4.765000, -0.171806
4.899000, -0.165670
4.899000, -0.159534
4.971000, -0.153398
4.971000, -0.147262
4.971000, -0.141126
5.007000, -0.134990
5.099000, -0.128854
4.054000, -0.042951
3.997000, -0.036816
3.992000, -0.030680
3.969000, -0.024544
3.957000, -0.018408
3.932000, -0.012272
3.927000, -0.006136
3.911000, 0.000000
3.906000, 0.006136
3.883000, 0.012272
3.881000, 0.018408
3.866000, 0.024544
3.850000, 0.030680
3.832000, 0.036816
3.821000, 0.042951
3.816000, 0.049087
3.801000, 0.055223
3.793000, 0.061359
3.785000, 0.067495
3.775000, 0.073631
3.775000, 0.079767
3.745000, 0.085903
3.700000, 0.092039
1.906000, 0.098175
1.906000, 0.104311
1.899000, 0.110447
1.899000, 0.116583
1.899000, 0.122718
1.902000, 0.128854
1.932000, 0.134990
1.946000, 0.141126
1.963000, 0.147262
2.015000, 0.153398
2.021000, 0.159534
2.046000, 0.165670
2.070000, 0.171806
2.082000, 0.177942
2.089000, 0.184078
2.090000, 0.190214
2.102000, 0.196350
2.102000, 0.202485
2.102000, 0.208621
2.096000, 0.214757
2.086000, 0.220893
2.084000, 0.227029
2.079000, 0.233165
2.084000, 0.239301
2.084000, 0.245437
2.084000, 0.251573
2.085000, 0.257709
2.085000, 0.263845
2.085000, 0.269981
2.091000, 0.276117
2.091000, 0.282252
2.090000, 0.288388
2.091000, 0.294524
2.091000, 0.300660
2.092000, 0.306796
2.096000, 0.312932
2.096000, 0.319068
2.096000, 0.325204
2.096000, 0.331340
2.105000, 0.337476
2.101000, 0.343612
2.102000, 0.349748
2.105000, 0.355884
2.102000, 0.362019
2.102000, 0.368155
2.111000, 0.374291
2.111000, 0.380427
2.113000, 0.386563
2.114000, 0.392699
2.113000, 0.398835
2.110000, 0.404971
2.114000, 0.411107
2.114000, 0.417243
2.114000, 0.423379
2.124000, 0.429515
2.138000, 0.435651
2.138000, 0.441786
5.041000, 0.447922
5.054000, 0.454058
5.058000, 0.460194
5.054000, 0.466330
5.058000, 0.472466
5.058000, 0.478602
5.050000, 0.484738
5.050000, 0.490874
5.050000, 0.497010
5.047000, 0.503146
5.046000, 0.509282
5.046000, 0.515418
5.046000, 0.521553
5.055000, 0.527689
0.965000, 0.687223
0.960000, 0.693359
0.954000, 0.699495
0.954000, 0.705631
0.952000, 0.711767
0.951000, 0.717903
0.950000, 0.724039
0.951000, 0.730175
0.951000, 0.736311
0.951000, 0.742447
0.951000, 0.748583
0.952000, 0.754719
0.952000, 0.760854
0.952000, 0.766990
0.903000, 0.773126
0.893000, 0.779262
0.863000, 0.785398
0.858000, 0.791534
0.853000, 0.797670
0.843000, 0.803806
0.836000, 0.809942
0.821000, 0.816078
0.815000, 0.822214
0.787000, 0.828350
0.778000, 0.834486
0.759000, 0.840621
0.757000, 0.846757
0.747000, 0.852893
0.746000, 0.859029
0.737000, 0.865165
0.725000, 0.871301
0.722000, 0.877437
0.722000, 0.883573
0.725000, 0.889709
0.732000, 0.895845
0.737000, 0.901981
0.739000, 0.908117
0.737000, 0.914253
0.746000, 0.920388
0.746000, 0.926524
0.746000, 0.932660
0.731000, 0.938796
0.711000, 0.944932
0.681000, 0.951068
0.676000, 0.957204
0.675000, 0.963340
0.675000, 0.969476
0.651000, 0.975612
0.648000, 0.981748
0.639000, 0.987884
0.639000, 0.994020
0.635000, 1.000156
0.621000, 1.006291
0.613000, 1.012427
0.617000, 1.018563
0.611000, 1.024699
0.604000, 1.030835
0.603000, 1.036971
0.603000, 1.043107
0.603000, 1.049243
0.603000, 1.055379
0.603000, 1.061515
0.593000, 1.067651
0.592000, 1.073787
0.592000, 1.079923
0.591000, 1.086058
0.591000, 1.092194
0.591000, 1.098330
0.589000, 1.104466
0.579000, 1.110602
0.579000, 1.116738
0.579000, 1.122874
0.573000, 1.129010
0.573000, 1.135146
0.582000, 1.141282
0.574000, 1.147418
0.564000, 1.153554
0.562000, 1.159690
0.568000, 1.165825
0.568000, 1.171961
0.568000, 1.178097
0.568000, 1.184233
0.568000, 1.190369
0.566000, 1.196505
0.566000, 1.202641
0.566000, 1.208777
0.560000, 1.214913
0.560000, 1.221049
0.554000, 1.227185
0.554000, 1.233321
0.554000, 1.239457
0.565000, 1.245592
0.592000, 1.251728
0.607000, 1.257864
0.623000, 1.264000
0.629000, 1.270136
0.644000, 1.276272
0.680000, 1.282408
0.700000, 1.288544
0.718000, 1.294680
2.770000, 1.300816
2.741000, 1.306952
2.760000, 1.313088
2.770000, 1.319224
2.770000, 1.325359
3.193000, 1.435806
3.193000, 1.441942
3.193000, 1.448078
